"R0000100","R0214700","R0214800","R0618200","R0618300","R0618301"
4174,2,2,58,59,62206
4175,2,2,4,6,1181
4176,2,2,5,8,19950
4177,3,2,5,3,4060
4178,2,2,3,4,3995
4179,2,2,27,35,41069
4180,2,2,38,44,46689
4181,2,1,28,32,35322
4182,3,2,16,16,12426
4183,1,1,12,9,8286
4184,1,2,46,39,42385
4185,1,2,32,32,24441
4186,1,2,41,61,57851
4187,1,2,41,36,40496
4188,3,2,68,63,73184
4189,3,1,1,1,6014
4190,3,2,98,99,99017
4191,3,1,84,87,91533
4192,3,2,64,73,90630
4193,3,1,46,58,84801
4194,2,2,40,43,34413
4195,2,2,6,6,12309
4196,2,1,1,1,2393
4197,2,2,1,1,6015
4198,2,2,4,5,13821
4199,2,2,15,9,5957
4200,2,2,12,11,17959
4201,2,1,2,4,7973
4202,2,1,6,6,10826
4203,2,2,16,13,12152
4204,2,1,13,19,21024
4205,2,1,1,1,4197
4206,2,2,5,6,5980
4207,2,1,81,90,86783
4208,2,2,66,75,72311
4209,2,1,1,2,3868
4210,2,2,3,2,884
4211,2,1,2,7,11081
4212,2,2,27,22,32175
4213,2,1,75,79,80634
4214,2,2,17,14,21275
4215,2,2,3,4,2625
4216,3,1,42,48,71015
4217,3,1,-4,-4,-5
4218,3,2,-4,-4,-5
4219,3,2,27,30,31476
4220,3,2,46,44,46677
4221,3,1,6,6,8107
4222,3,2,55,63,73808
4223,3,2,26,38,45351
4224,3,2,82,78,70801
4225,3,1,41,55,45245
4226,3,1,93,91,92621
4227,3,2,80,79,88047
4228,3,2,35,31,20119
4229,3,1,17,16,30602
4230,3,1,81,82,90242
4231,3,2,36,38,53729
4232,3,2,65,62,68730
4233,3,1,42,46,51492
4234,3,1,26,23,51351
4235,3,1,18,22,13072
4236,3,2,91,86,85846
4237,3,1,63,56,60570
4238,3,1,96,92,90791
4239,3,1,34,35,37655
4240,3,1,55,58,63549
4241,3,2,-4,-4,-5
4242,3,1,38,36,43806
4243,1,1,3,6,2724
4244,3,1,86,93,92202
4245,3,1,52,51,64895
4246,3,2,-4,-4,-4
4247,3,1,30,25,29616
4248,3,1,73,67,75174
4249,3,2,47,53,65798
4250,3,2,-4,-4,-4
4251,3,2,21,18,25167
4252,3,2,45,53,67444
4253,3,1,66,61,58250
4254,3,2,46,43,54546
4255,3,2,67,64,54152
4256,3,2,28,25,14919
4257,3,2,58,53,46367
4258,3,1,77,63,59194
4259,2,1,13,12,9701
4260,3,1,96,95,91347
4261,3,1,17,16,16689
4262,3,2,48,41,32674
4263,3,1,22,17,18668
4264,1,1,6,7,12521
4265,1,2,71,61,57462
4266,1,1,12,9,10280
4267,3,2,24,22,18352
4268,1,2,91,87,82756
4269,1,1,38,45,41171
4270,2,2,11,21,20428
4271,2,1,12,12,13979
4272,2,2,27,25,38251
4273,1,1,9,9,13582
4274,1,2,12,14,14209
4275,1,2,15,15,16727
4276,3,1,13,16,8972
4277,3,2,10,10,6651
4278,3,1,70,67,62811
4279,3,1,88,81,65452
4280,3,2,95,96,96079
4281,3,2,69,69,74114
4282,1,2,42,36,45168
4283,3,2,12,16,21591
4284,3,2,57,56,68700
4285,3,1,36,36,50641
4286,3,2,-4,-4,-4
4287,3,2,65,73,80860
4288,3,1,71,79,86675
4289,3,1,95,95,95554
4290,3,2,83,91,92849
4291,1,2,24,25,25802
4292,3,2,57,66,69935
4293,3,1,90,84,90514
4294,3,2,-4,-4,-4
4295,3,2,38,48,41293
4296,3,2,69,70,54790
4297,3,1,54,59,62172
4298,3,1,78,89,92568
4299,3,1,66,68,73296
4300,3,2,79,82,86907
4301,3,1,60,51,50049
4302,3,1,80,82,80481
4303,3,1,39,47,53555
4304,3,2,-4,-4,-4
4305,3,2,11,9,9351
4306,3,2,89,80,86339
4307,3,1,89,86,83694
4308,3,2,50,52,68524
4309,3,1,53,59,63522
4310,3,2,49,49,53549
4311,2,1,52,62,59466
4312,2,1,6,5,1645
4313,2,1,11,9,8757
4314,2,1,8,10,32908
4315,2,1,13,18,12592
4316,2,1,28,29,31008
4317,2,1,15,19,24866
4318,1,1,66,66,70744
4319,1,2,48,49,56376
4320,1,2,47,40,56538
4321,1,1,33,32,30292
4322,1,1,-4,-4,-4
4323,2,2,41,40,37618
4324,2,1,15,12,12131
4325,3,2,51,43,36872
4326,3,2,42,49,60762
4327,3,1,70,73,78064
4328,3,1,51,53,47451
4329,3,1,66,68,65403
4330,3,1,8,9,6546
4331,3,1,29,29,22588
4332,3,1,65,73,82848
4333,3,1,44,42,39194
4334,3,1,30,25,35164
4335,3,1,14,17,15933
4336,3,1,1,1,0
4337,3,2,50,65,68129
4338,3,1,51,50,58604
4339,3,2,62,57,65355
4340,1,1,21,23,17526
4341,1,2,15,15,11816
4342,3,1,36,42,49178
4343,3,1,31,35,44721
4344,3,1,-4,-4,-4
4345,3,2,38,35,34151
4346,3,2,-4,-4,-5
4347,3,1,30,37,36772
4348,3,1,45,47,61514
4349,3,1,4,2,1695
4350,3,1,94,95,90927
4351,3,2,99,96,90093
4352,3,2,72,84,82053
4353,3,2,86,85,67705
4354,3,2,59,59,51380
4355,3,1,71,76,68338
4356,3,2,-4,-4,-4
4357,3,1,77,64,60756
4358,3,1,91,90,95835
4359,1,1,53,41,37882
4360,3,1,83,84,87384
4361,1,1,51,50,37659
4362,1,1,78,80,73758
4363,1,1,50,59,52516
4364,1,1,28,19,20668
4365,3,1,77,85,84222
4366,3,2,76,65,78596
4367,3,2,30,31,34544
4368,3,2,35,40,31898
4369,3,1,-4,-4,-4
4370,3,1,35,52,40361
4371,3,2,44,53,53676
4372,3,2,98,97,96974
4373,3,2,25,25,36734
4374,2,1,18,17,22964
4375,2,2,-4,-4,-4
4376,3,2,57,62,48911
4377,3,1,10,15,12465
4378,3,2,27,31,39065
4379,3,2,79,84,84654
4380,3,1,93,84,78565
4381,3,2,89,80,69525
4382,3,1,96,99,98695
4383,3,2,32,32,21237
4384,3,1,12,17,13645
4385,3,1,-4,-4,-4
4386,3,2,15,18,22421
4387,3,1,94,99,96857
4388,3,1,-4,-4,-4
4389,3,1,-4,-4,-5
4390,3,1,24,18,25824
4391,3,2,67,70,62689
4392,3,2,60,80,76762
4393,3,1,94,91,77783
4394,3,1,53,49,50823
4395,3,1,62,71,69592
4396,3,2,28,28,31278
4397,2,1,9,9,10140
4398,3,1,32,37,27004
4399,3,1,-4,-4,-5
4400,3,2,-4,-4,-5
4401,3,1,45,44,56923
4402,3,1,46,53,46806
4403,3,1,65,76,71671
4404,2,2,2,1,262
4405,3,1,17,17,17246
4406,3,1,86,91,95701
4407,3,1,70,90,93654
4408,3,2,63,64,77518
4409,3,1,41,42,29568
4410,3,1,60,59,58528
4411,3,2,32,37,49210
4412,1,1,12,14,15246
4413,1,2,14,11,11248
4414,1,2,-4,-4,-5
4415,1,1,-4,-4,-4
4416,1,2,2,5,4312
4417,1,2,11,4,4607
4418,3,1,39,51,50670
4419,1,1,74,85,86463
4420,1,1,16,23,46837
4421,3,1,81,80,90381
4422,3,2,51,54,59109
4423,3,2,86,82,91520
4424,3,2,96,79,86364
4425,3,2,98,91,93673
4426,3,1,92,96,95855
4427,3,1,39,36,52997
4428,3,2,99,99,99032
4429,3,1,93,90,93797
4430,3,1,83,69,76715
4431,2,2,18,12,8594
4432,3,1,53,53,42103
4433,1,1,6,6,11870
4434,3,2,1,3,1603
4435,3,1,21,21,23267
4436,3,1,13,8,7471
4437,3,2,99,99,97577
4438,3,2,45,32,31428
4439,3,2,80,80,79312
4440,3,2,27,29,37287
4441,3,2,42,43,43481
4442,3,2,42,41,38719
4443,3,1,19,29,26497
4444,3,2,10,10,10341
4445,3,2,21,25,33018
4446,3,1,65,75,85381
4447,3,2,64,65,81671
4448,3,1,70,84,94559
4449,1,1,-4,-4,-5
4450,3,2,45,45,47208
4451,3,2,32,34,56186
4452,3,2,27,22,34657
4453,3,1,22,19,13910
4454,3,1,-4,-4,-5
4455,3,2,76,64,70917
4456,3,2,25,27,24508
4457,3,2,84,87,87806
4458,3,2,49,45,58675
4459,3,2,24,29,38478
4460,3,1,48,56,53129
4461,3,1,10,13,9581
4462,2,1,1,1,1827
4463,2,2,26,27,30105
4464,2,2,18,13,11349
4465,3,2,49,56,63042
4466,3,1,32,35,46534
4467,3,1,10,6,6020
4468,3,1,67,72,63044
4469,3,2,17,21,14771
4470,3,1,59,53,60473
4471,3,1,65,89,93330
4472,3,2,64,69,76215
4473,3,2,3,6,6763
4474,3,2,11,13,8147
4475,3,2,24,17,11516
4476,3,2,18,21,21407
4477,3,1,28,24,30727
4478,3,2,76,80,85068
4479,3,2,64,66,71146
4480,2,1,91,91,87942
4481,3,2,76,70,73361
4482,3,2,24,14,20700
4483,3,2,13,13,10443
4484,3,1,-4,-4,-5
4485,3,2,-4,-4,-4
4486,2,1,46,50,67226
4487,3,2,59,59,73850
4488,3,2,89,86,94247
4489,3,1,17,9,11388
4490,3,2,26,22,18201
4491,3,1,-4,-4,-5
4492,3,1,-4,-4,-5
4493,3,2,79,74,55158
4494,3,2,87,78,76916
4495,3,2,69,64,51659
4496,3,2,54,66,60869
4497,3,1,30,24,25910
4498,3,1,54,45,61509
4499,3,2,29,35,51094
4500,3,1,20,19,21318
4501,3,1,18,18,45182
4502,3,1,-4,-4,-5
4503,3,1,2,2,4853
4504,3,1,2,1,1333
4505,3,2,8,14,22243
4506,3,2,21,18,17592
4507,3,1,6,4,5017
4508,3,1,81,73,57865
4509,3,1,78,93,98905
4510,3,1,91,85,74490
4511,3,1,79,80,68723
4512,3,1,93,90,80183
4513,1,1,84,79,72061
4514,3,1,94,82,83129
4515,3,1,43,59,76668
4516,3,2,99,99,98501
4517,3,1,41,38,26623
4518,3,1,23,23,30349
4519,3,1,44,41,38736
4520,3,1,52,58,49905
4521,3,2,-4,-4,-5
4522,3,2,32,31,34095
4523,3,2,54,57,72109
4524,1,1,53,50,65975
4525,3,2,34,34,44579
4526,3,2,68,57,61261
4527,1,2,38,36,34693
4528,3,2,87,80,65668
4529,3,1,-4,-4,-4
4530,3,2,66,67,78080
4531,3,1,69,73,66623
4532,1,1,87,81,70375
4533,1,2,28,47,60671
4534,3,2,91,72,72163
4535,3,1,99,99,100000
4536,3,2,75,63,57342
4537,2,2,34,33,37936
4538,3,2,53,59,41962
4539,3,2,57,66,62911
4540,3,1,18,26,32671
4541,1,2,10,11,7177
4542,1,1,2,4,7817
4543,1,2,11,13,18514
4544,1,2,6,4,2960
4545,3,1,66,61,52814
4546,3,2,38,40,31346
4547,3,1,40,51,48570
4548,3,1,75,84,89282
4549,3,1,35,47,64270
4550,3,1,93,76,76532
4551,3,2,36,32,31852
4552,3,1,64,58,72735
4553,3,2,46,36,46352
4554,3,2,73,73,67989
4555,3,1,93,94,88660
4556,3,1,63,72,63029
4557,3,2,8,6,4899
4558,3,1,38,40,43274
4559,3,1,-4,-4,-4
4560,3,2,79,71,64810
4561,3,2,38,45,63671
4562,3,2,11,11,7442
4563,3,1,40,40,43186
4564,2,2,81,79,70620
4565,3,2,33,30,42885
4566,3,1,77,74,74431
4567,3,2,81,74,75294
4568,3,1,-4,-4,-5
4569,3,1,79,66,76485
4570,3,2,77,77,84593
4571,3,2,68,59,48110
4572,3,1,38,41,54282
4573,3,2,-4,-4,-5
4574,3,1,38,33,33272
4575,3,1,26,31,30613
4576,3,2,35,29,35674
4577,3,1,41,37,44479
4578,3,2,59,52,61545
4579,3,1,80,74,84059
4580,3,2,49,57,50430
4581,3,2,11,7,6221
4582,3,2,46,47,55052
4583,3,1,49,68,70638
4584,3,2,-4,-4,-4
4585,3,2,75,69,60885
4586,3,1,74,82,85959
4587,3,2,89,84,90547
4588,3,2,20,20,17490
4589,3,2,49,39,35236
4590,3,2,83,80,74952
4591,3,1,79,82,79554
4592,3,2,42,38,35574
4593,3,2,49,47,40627
4594,3,2,40,34,35760
4595,3,1,40,41,41056
4596,3,1,76,70,66351
4597,3,1,18,24,25896
4598,3,2,25,18,18611
4599,3,2,44,38,45367
4600,3,2,65,55,69022
4601,3,1,21,25,17388
4602,3,2,75,56,60716
4603,3,1,28,35,32446
4604,3,2,49,39,42318
4605,3,1,97,95,92690
4606,3,1,94,88,83831
4607,3,1,72,68,58250
4608,3,1,43,34,37498
4609,3,1,91,91,91857
4610,3,1,78,76,73870
4611,3,1,85,86,71734
4612,3,1,75,74,71626
4613,3,2,55,62,71435
4614,3,2,-4,-4,-5
4615,3,1,-4,-4,-5
4616,3,2,89,85,92881
4617,3,1,57,49,57400
4618,3,2,12,11,5573
4619,3,1,7,10,12411
4620,3,1,1,1,3648
4621,3,1,66,66,66439
4622,3,2,18,28,40843
4623,3,1,12,11,22535
4624,3,2,27,32,38467
4625,3,2,85,82,81014
4626,3,2,79,72,65198
4627,3,2,57,52,51409
4628,3,2,48,44,47283
4629,3,1,73,55,56109
4630,3,1,41,42,44750
4631,3,2,80,88,91747
4632,3,2,55,50,60639
4633,3,1,46,39,35588
4634,3,1,62,59,68487
4635,3,1,82,91,92940
4636,3,1,45,41,31028
4637,3,2,1,2,1320
4638,3,2,3,4,4875
4639,3,1,32,35,46722
4640,3,1,20,21,28839
4641,3,2,43,53,63720
4642,3,1,44,49,55007
4643,3,1,25,20,24298
4644,3,2,-4,-4,-5
4645,1,2,65,57,48019
4646,3,1,38,35,36390
4647,3,1,86,89,95575
4648,3,1,63,69,85471
4649,3,2,74,58,57967
4650,3,2,67,68,62142
4651,3,2,42,31,49157
4652,3,1,82,97,92296
4653,3,2,6,3,2278
4654,3,1,38,38,52935
4655,3,2,52,43,53313
4656,3,1,-4,-4,-4
4657,3,2,64,55,61927
4658,3,2,41,33,40167
4659,3,2,89,89,87937
4660,3,2,77,72,69660
4661,3,1,70,66,78036
4662,3,2,99,99,98483
4663,3,2,13,15,19486
4664,3,2,64,69,81334
4665,3,2,90,84,83307
4666,3,1,98,95,87585
4667,3,1,56,70,68569
4668,3,1,72,74,81304
4669,3,1,17,17,30372
4670,3,2,21,18,17097
4671,3,1,13,10,13489
4672,3,2,25,18,19543
4673,3,1,6,3,9478
4674,3,2,5,7,7687
4675,3,2,40,47,48409
4676,3,1,89,84,86921
4677,3,1,30,52,50907
4678,3,2,16,15,14358
4679,3,2,69,66,70403
4680,3,1,63,61,71684
4681,3,1,8,9,10844
4682,3,2,83,85,85247
4683,3,2,63,72,74499
4684,3,2,73,62,62488
4685,3,1,18,21,21055
4686,3,2,89,87,85163
4687,3,1,67,73,84843
4688,3,1,95,93,90899
4689,3,2,95,99,95818
4690,3,2,66,80,89812
4691,3,2,89,97,94121
4692,3,2,83,89,97585
4693,3,1,41,42,47504
4694,3,2,69,68,69189
4695,2,1,86,96,92725
4696,3,2,79,74,71680
4697,3,1,89,87,91420
4698,3,1,75,70,69532
4699,3,1,70,64,60140
4700,3,2,79,79,80646
4701,3,1,52,62,59027
4702,3,1,81,80,85659
4703,3,2,-4,-4,-5
4704,3,1,67,61,66998
4705,3,2,71,68,74951
4706,3,2,72,80,86681
4707,3,1,42,58,65045
4708,3,2,28,16,16825
4709,2,1,38,53,61037
4710,2,1,18,15,13195
4711,2,2,20,17,23091
4712,2,1,4,4,10010
4713,3,2,46,52,54705
4714,3,2,59,52,64763
4715,3,1,90,99,97434
4716,3,1,5,5,8573
4717,3,2,40,35,44228
4718,3,1,37,28,24843
4719,3,1,24,29,22955
4720,3,1,57,55,50743
4721,3,1,95,99,95086
4722,3,1,36,36,44638
4723,3,2,76,81,69380
4724,3,2,15,11,8594
4725,3,1,-4,-4,-5
4726,3,2,40,33,20192
4727,3,2,-4,-4,-5
4728,3,2,60,58,72671
4729,3,1,64,57,45692
4730,3,2,43,39,44579
4731,3,1,17,17,16497
4732,3,1,19,20,19224
4733,3,2,10,11,16996
4734,3,2,20,24,23500
4735,3,2,19,28,34221
4736,3,1,11,11,12338
4737,3,1,66,61,67580
4738,3,1,76,64,59362
4739,3,2,43,42,51561
4740,3,1,35,30,43261
4741,3,2,4,5,6682
4742,3,2,84,99,100000
4743,3,1,-4,-4,-4
4744,3,2,-4,-4,-4
4745,3,2,49,42,41479
4746,3,2,30,29,44275
4747,3,1,12,11,11038
4748,3,2,35,43,40539
4749,3,2,53,56,59535
4750,3,1,18,13,15141
4751,3,1,11,12,12011
4752,3,1,49,57,60219
4753,3,2,98,89,89164
4754,3,2,86,81,87349
4755,3,1,43,46,56643
4756,3,1,99,99,100000
4757,3,2,70,85,97971
4758,3,2,83,85,84623
4759,3,1,57,52,41732
4760,3,1,85,93,95519
4761,3,2,39,32,29897
4762,3,2,32,31,39656
4763,3,2,42,42,42234
4764,3,1,42,34,31668
4765,3,1,47,62,66229
4766,3,2,83,69,76971
4767,3,1,92,99,100000
4768,3,2,90,86,88406
4769,3,2,56,47,41929
4770,3,1,41,48,56987
4771,3,1,47,34,27595
4772,3,2,51,49,45131
4773,3,1,6,8,10482
4774,3,2,57,46,44272
4775,3,1,-3,-3,3324
4776,3,1,18,13,11451
4777,3,2,35,30,34099
4778,3,2,12,18,29236
4779,3,1,4,7,16440
4780,3,2,41,30,34125
4781,3,1,12,12,11341
4782,3,2,13,16,11661
4783,3,2,-4,-4,-4
4784,3,2,24,21,20994
4785,3,2,60,51,54385
4786,3,1,-4,-4,-4
4787,3,2,14,12,11788
4788,3,1,50,35,43564
4789,3,1,68,66,65753
4790,3,2,31,18,44281
4791,3,1,15,16,13667
4792,3,2,-4,-4,-4
4793,3,1,79,84,86859
4794,3,1,50,56,65893
4795,3,2,73,82,89109
4796,3,2,43,50,61169
4797,3,2,85,72,88365
4798,3,2,97,86,90344
4799,3,1,82,91,93854
4800,3,1,51,47,43655
4801,3,2,63,55,41368
4802,3,2,34,43,46574
4803,3,2,85,80,82637
4804,3,2,44,42,53937
4805,3,1,68,69,61977
4806,3,1,35,53,47828
4807,3,2,46,51,60600
4808,3,1,77,84,77514
4809,3,2,11,12,11491
4810,3,2,93,84,74194
4811,3,1,-4,-4,-4
4812,3,2,99,97,98187
4813,3,1,49,47,62750
4814,3,1,-4,-4,-4
4815,3,2,91,87,90394
4816,3,1,87,94,97105
4817,3,2,58,53,60664
4818,3,1,90,82,81962
4819,3,2,92,94,93878
4820,3,2,50,72,79014
4821,3,2,93,92,98376
4822,3,2,65,52,44296
4823,3,1,70,77,66969
4824,3,2,56,68,79364
4825,3,1,91,87,81855
4826,3,2,75,65,71626
4827,3,1,74,84,85638
4828,3,1,73,82,83353
4829,3,1,82,84,90563
4830,3,1,82,89,93010
4831,3,1,74,91,95503
4832,3,1,85,85,77854
4833,3,2,67,73,75348
4834,3,1,43,43,56188
4835,3,1,79,74,82878
4836,3,1,17,27,22304
4837,3,2,71,56,59389
4838,3,2,36,30,29581
4839,3,2,42,50,62465
4840,3,1,78,84,84430
4841,3,2,70,67,67307
4842,3,2,55,45,55403
4843,3,1,38,39,54678
4844,3,2,19,19,30696
4845,3,1,41,51,50050
4846,3,1,49,54,57364
4847,3,1,63,61,74519
4848,3,2,43,49,55824
4849,3,2,38,36,44859
4850,3,1,11,8,21769
4851,3,1,21,19,25772
4852,3,2,13,7,5699
4853,3,2,37,45,62534
4854,3,1,58,67,71423
4855,3,1,49,57,72615
4856,3,1,80,69,72897
4857,3,1,94,98,98920
4858,3,1,81,73,75431
4859,3,1,87,93,91950
4860,3,1,19,21,26923
4861,3,1,76,80,87192
4862,3,1,83,84,92938
4863,3,2,20,23,25867
4864,3,2,36,35,41211
4865,3,2,47,53,69395
4866,3,1,82,63,63348
4867,3,2,44,42,48104
4868,3,1,73,76,66891
4869,3,2,98,96,97401
4870,3,2,68,72,81774
4871,3,2,98,99,95394
4872,3,2,20,18,28043
4873,3,2,85,92,89918
4874,3,2,95,95,95540
4875,3,1,23,42,46806
4876,3,2,58,61,67661
4877,3,1,98,91,95272
4878,3,2,87,87,91182
4879,3,1,69,71,65964
4880,3,2,51,57,53053
4881,3,1,83,75,66586
4882,3,2,79,87,84775
4883,3,1,69,55,50386
4884,3,1,88,74,67232
4885,3,2,91,84,75981
4886,3,2,72,62,72160
4887,3,2,35,38,34431
4888,3,1,50,56,57352
4889,3,1,80,78,78181
4890,3,2,58,41,38555
4891,3,1,37,41,35948
4892,3,1,67,58,56759
4893,3,2,46,41,49872
4894,3,1,71,73,77629
4895,3,1,65,75,79498
4896,3,1,90,89,80642
4897,3,1,71,79,76176
4898,3,1,49,65,70619
4899,3,2,13,14,15864
4900,3,1,50,59,55398
4901,3,1,19,23,23682
4902,3,1,38,37,29390
4903,3,1,34,33,28531
4904,3,1,13,15,21305
4905,3,1,-4,-4,-4
4906,3,2,9,6,8811
4907,3,1,90,90,86847
4908,3,1,26,27,34558
4909,3,2,40,46,47491
4910,3,2,23,27,40832
4911,3,1,66,71,70097
4912,3,1,72,80,91794
4913,3,1,42,44,51507
4914,3,1,22,23,25611
4915,3,1,1,2,10620
4916,3,2,3,4,11447
4917,3,1,4,6,9012
4918,3,1,3,5,6808
4919,3,2,38,37,38709
4920,3,2,38,39,45899
4921,3,1,98,95,92503
4922,3,2,32,48,63204
4923,3,1,13,13,22076
4924,3,2,51,51,43271
4925,3,2,73,73,83260
4926,3,1,65,59,51554
4927,3,2,70,78,83641
4928,3,2,70,67,68415
4929,3,2,46,45,49657
4930,3,2,41,36,41842
4931,3,2,64,68,81658
4932,3,1,63,55,49438
4933,3,2,59,64,62784
4934,3,2,17,19,23927
4935,3,1,1,3,5819
4936,3,1,24,26,23679
4937,3,1,2,3,7135
4938,3,2,28,37,49623
4939,3,1,65,68,60522
4940,3,1,8,10,10132
4941,3,1,11,11,12179
4942,3,1,14,12,13494
4943,3,2,29,32,31353
4944,3,1,83,81,82469
4945,3,1,54,37,25492
4946,1,1,4,6,2893
4947,1,2,3,5,5405
4948,3,2,25,27,26901
4949,1,1,10,11,12035
4950,1,2,18,13,11232
4951,3,2,46,44,40822
4952,3,2,26,21,23721
4953,3,2,66,67,74689
4954,3,2,57,61,73712
4955,3,2,52,49,64713
4956,3,2,49,43,69387
4957,3,2,13,21,30060
4958,3,2,23,22,38918
4959,3,2,99,98,97692
4960,3,1,25,28,21164
4961,3,1,54,63,69186
4962,3,2,57,51,74484
4963,3,1,64,58,67386
4964,3,1,78,82,77417
4965,3,1,51,61,74029
4966,3,2,63,55,47582
4967,3,2,66,59,64114
4968,3,2,75,87,90360
4969,1,1,8,3,638
4970,1,2,15,14,20551
4971,1,2,10,12,11838
4972,3,2,30,26,33643
4973,3,2,78,70,76037
4974,3,2,83,75,72010
4975,3,2,94,89,92247
4976,3,2,68,67,85066
4977,3,1,12,7,8517
4978,3,2,14,14,17518
4979,1,1,53,52,70510
4980,1,2,1,1,930
4981,1,2,20,17,27358
4982,3,1,41,39,36772
4983,3,1,17,19,21009
4984,3,2,67,75,83385
4985,3,1,7,5,3267
4986,3,1,20,19,16841
4987,3,2,89,87,86508
4988,3,2,68,78,77733
4989,3,2,87,76,76676
4990,3,2,83,81,82881
4991,1,2,57,63,70102
4992,3,2,41,31,32249
4993,3,2,41,52,62507
4994,3,2,85,84,84467
4995,3,2,73,73,71054
4996,3,1,51,61,63825
4997,3,2,71,67,75073
4998,3,1,74,71,80394
4999,3,2,85,76,67037
5000,3,1,96,99,96167
5001,3,2,69,58,67504
5002,3,2,83,76,81976
5003,3,2,75,79,70669
5004,3,1,65,72,57761
5005,3,1,51,50,62365
5006,3,1,99,99,99328
5007,3,1,27,25,18040
5008,3,2,86,85,88957
5009,3,2,96,89,93230
5010,3,1,95,99,97334
5011,3,1,93,93,94484
5012,3,1,80,81,87153
5013,1,1,42,57,70564
5014,3,2,10,9,10250
5015,3,2,14,11,9841
5016,3,2,35,33,35321
5017,3,1,94,94,84380
5018,3,1,89,95,93517
5019,3,2,98,96,97372
5020,3,1,98,97,91144
5021,3,1,99,96,94331
5022,3,1,74,73,79135
5023,3,2,73,76,78873
5024,3,1,45,38,30607
5025,3,2,67,66,64441
5026,1,2,59,52,58229
5027,3,1,58,58,61673
5028,3,2,96,96,96183
5029,3,1,99,99,100000
5030,3,1,73,75,79474
5031,3,1,44,48,56438
5032,3,2,77,76,84165
5033,3,1,83,77,67488
5034,3,1,55,62,58807
5035,3,2,63,64,74400
5036,3,1,98,98,96696
5037,3,2,44,35,25844
5038,3,2,52,51,58584
5039,3,1,48,57,66719
5040,3,1,85,82,82500
5041,1,2,19,13,13195
5042,2,2,13,10,11369
5043,2,2,29,27,36172
5044,3,2,99,97,97784
5045,1,2,11,6,6944
5046,1,1,13,13,10062
5047,3,2,8,11,13700
5048,3,1,73,69,71788
5049,3,2,71,59,66827
5050,3,2,30,30,35277
5051,3,1,65,58,69976
5052,3,2,75,76,73877
5053,3,2,21,15,18631
5054,3,1,53,55,44084
5055,3,2,41,43,52035
5056,3,1,42,42,48464
5057,3,2,81,74,85603
5058,3,1,25,29,33797
5059,2,2,24,23,34205
5060,3,2,30,22,17529
5061,3,2,40,37,37027
5062,3,2,47,53,77171
5063,3,2,30,30,38648
5064,3,2,58,52,54657
5065,3,2,68,68,65361
5066,3,2,44,54,68792
5067,3,1,63,55,68316
5068,3,1,2,1,851
5069,3,2,16,19,20709
5070,2,1,23,22,28625
5071,2,2,27,28,21379
5072,2,1,27,31,25926
5073,2,1,16,17,23158
5074,2,2,25,27,24969
5075,2,1,21,16,14171
5076,2,2,20,13,13289
5077,2,2,9,2,1931
5078,2,1,26,23,33386
5079,2,1,16,15,9790
5080,2,1,4,4,4379
5081,2,2,1,2,2212
5082,3,1,3,4,3249
5083,2,1,-4,-4,-5
5084,2,2,-4,-4,-5
5085,2,2,9,11,9128
5086,2,1,4,4,4336
5087,2,1,7,6,8374
5088,2,2,13,8,6402
5089,2,2,2,3,2610
5090,2,2,3,3,9254
5091,3,2,46,52,72251
5092,3,1,48,49,54687
5093,3,1,65,66,76759
5094,3,1,23,30,22029
5095,3,1,67,78,73751
5096,3,2,59,66,73407
5097,3,1,35,40,47006
5098,3,2,52,36,31965
5099,3,2,82,92,97610
5100,3,2,69,69,69693
5101,3,2,63,54,57477
5102,3,1,49,42,48968
5103,3,2,54,47,48184
5104,3,2,62,64,73979
5105,3,2,21,19,18761
5106,3,1,22,18,23450
5107,3,2,81,77,89381
5108,3,2,78,95,98645
5109,3,1,24,22,24065
5110,3,2,37,25,33163
5111,3,2,76,84,88000
5112,3,1,89,65,76673
5113,3,2,65,58,65262
5114,3,2,80,73,85473
5115,3,2,41,43,46560
5116,3,1,11,12,6537
5117,3,2,14,19,28392
5118,2,1,12,14,17210
5119,2,2,16,15,10923
5120,3,2,84,91,80560
5121,3,2,83,69,63137
5122,3,1,13,13,15690
5123,3,2,42,37,38717
5124,3,2,91,87,89720
5125,3,2,79,77,77314
5126,3,1,57,47,32828
5127,3,2,47,43,49647
5128,3,2,56,50,56945
5129,3,1,71,77,86307
5130,3,1,9,16,20080
5131,3,2,51,65,78060
5132,3,1,36,46,41062
5133,3,1,16,14,15468
5134,3,2,35,40,47968
5135,3,2,36,36,48109
5136,3,1,-4,-4,-5
5137,3,1,-4,-4,-4
5138,3,2,37,38,44671
5139,3,1,26,24,17763
5140,3,2,56,56,60402
5141,1,1,80,70,74891
5142,1,2,62,53,60518
5143,1,2,81,70,80740
5144,3,1,54,50,50547
5145,3,1,59,79,81861
5146,3,1,6,6,2644
5147,1,1,51,45,51374
5148,3,2,31,32,22814
5149,3,1,59,63,72306
5150,3,2,-4,-4,-5
5151,3,2,75,67,53960
5152,3,2,31,25,35830
5153,3,2,69,73,74319
5154,3,2,32,38,35763
5155,3,2,37,36,45836
5156,3,1,44,47,58127
5157,3,2,24,21,31964
5158,3,1,45,47,41879
5159,3,2,22,22,36433
5160,3,1,-4,-4,-4
5161,3,1,47,43,55622
5162,3,2,73,68,80536
5163,3,2,77,69,82579
